artist_name,pid
Nina Simone,414000
The Jackson 5,414000
The Temptations,414000
Bill Withers,414000
Bill Withers,414000
Bill Withers,414000
Fleetwood Mac,414000
The Guess Who,414000
David Essex,414000
The Who,414000
The Who,414000
The Kinks,414000
Jimi Hendrix,414000
Jimi Hendrix,414000
Jimi Hendrix,414000
Michael Jackson,414000
"Earth, Wind & Fire",414000
Rick James,414000
Kool & The Gang,414000
Stevie Wonder,414000
Prince,414000
Guns N' Roses,414000
Led Zeppelin,414000
Led Zeppelin,414000
Led Zeppelin,414000
Led Zeppelin,414000
Queen,414000
The Clash,414000
John Cale,414000
The Velvet Underground,414000
The Velvet Underground,414000
The Velvet Underground,414000
Echo & the Bunnymen,414000
Otis Redding,414000
Talking Heads,414000
Talking Heads,414000
Genesis,414000
Genesis,414000
Gordon Lightfoot,414000
Bob Dylan,414000
Neil Young,414000
Paul Simon,414000
Paul Simon,414000
Fleetwood Mac,414000
Tears For Fears,414000
David Bowie,414000
David Bowie,414000
David Bowie,414000
The Byrds,414000
The Guess Who,414000
Elton John,414000
Eddy Grant,414000
Lionel Richie,414000
Tears For Fears,414000
The Clash,414000
Depeche Mode,414000
Lou Reed,414000
New Order,414000
Édith Piaf,414000
Édith Piaf,414000
The Band,414000
The Band,414000
Led Zeppelin,414000
The Stooges,414000
Sharon Jones & The Dap-Kings,414000
Moondog,414000
Faces,414000
John Denver,414000
Lou Reed,414000
Dr. Hook,414000
XTC,414000
Otis Redding,414000
Alice Cooper,414000
Joy Division,414000
The Velvet Underground,414000
The Velvet Underground,414000
David Bowie,414000
The Rolling Stones,414000
Led Zeppelin,414000
David Bowie,414000
The Rolling Stones,414000
Michael Jackson,414000
Rod Stewart,414000
Led Zeppelin,414000
Violent Femmes,414000
Simple Minds,414000
Philip Glass,414000
Eagles,414000
Betty Chung,414000
Funkadelic,414000
Pops Staples,414000
Pink Floyd,414000
James Brown,414000
Marlena Shaw,414000
Brenton Wood,414000
Fleetwood Mac,414000
Fleetwood Mac,414000
Johnny Cash,414000
Bay City Rollers,414000
Eagles,414000
Black Sabbath,414000
Joe Walsh,414000
Grateful Dead,414000
Steely Dan,414000
Black Sabbath,414000
Iggy Pop,414000
Marvin Gaye,414000
John Lennon,414000
John Lennon,414000
John Lennon,414000
Paul McCartney,414000
Paul McCartney,414000
Paul McCartney,414000
Paul McCartney,414000
Harry Nilsson,414000
Bill Withers,414000
KC & The Sunshine Band,414000
Hot Chocolate,414000
Elvin Bishop,414000
Rod Stewart,414000
Blondie,414000
Eagles,414000
Elton John,414000
AC/DC,414000
Santana,414000
The Jackson 5,414000
The Five Stairsteps,414000
Michael Jackson,414000
Kool & The Gang,414000
Nick Drake,414000
Santana,414000
Tom Petty and the Heartbreakers,414000
Pink Floyd,414000
America,414000
Carly Simon,414000
Pink Floyd,414000
James Taylor,414000
Tears For Fears,414000
U2,414000
Berlin,414000
Guns N' Roses,414000
Men Without Hats,414000
Dead Or Alive,414000
Bob Marley & The Wailers,414000
Thin Lizzy,414000
Manfred Mann's Earth Band,414000
Marvin Gaye,414000
The Clash,414000
Supertramp,414000
Carl Douglas,414000
Blue Swede,414000
Bob Marley & The Wailers,414000
Queen,414000
Bruce Springsteen,414000
10cc,414000
Hot Chocolate,414000
Norman Greenbaum,414000
ABBA,414000
"Earth, Wind & Fire",414000
Electric Light Orchestra,414000
Frankie Valli & The Four Seasons,414000
George Harrison,414000
Daryl Hall & John Oates,414000
Bee Gees,414000
The Beach Boys,414000
The Beach Boys,414000
The Beach Boys,414000
The Beach Boys,414000
Brenton Wood,414000
10cc,414000
Bee Gees,414000
Billy Idol,414000
Otis Redding,414000
Gil Scott-Heron,414000
The Beach Boys,414000
Led Zeppelin,414000
The Rolling Stones,414000
Fleetwood Mac,414000
Jimi Hendrix,414000
Buffalo Springfield,414000
Creedence Clearwater Revival,414000
The Animals,414000
The Cars,414000
The Police,414000
FTampa,414001
MAGIC!,414001
FTampa,414001
Petit Biscuit,414001
Dropgun,414001
Maggie Lindemann,414001
Julia Michaels,414001
Kygo,414001
Phoenix,414001
The War On Drugs,414001
Wale,414001
Luis Fonsi,414001
Miley Cyrus,414001
R3HAB,414001
Porter Robinson & Madeon,414001
Urban Cone,414001
Wale,414001
Mr. Probz,414001
Jocelyn Alice,414001
Xuitcasecity,414001
Tjuvjakt,414001
Shawn Mendes,414001
DJ Khaled,414001
Kygo,414001
R3HAB,414001
Seeb,414001
Coldplay,414001
Imagine Dragons,414001
Galantis,414001
Martin Solveig,414001
ALMA,414001
Vapi,414001
KYLE,414001
The Weeknd,414001
French Montana,414001
Troye Sivan,414001
NEIKED,414001
Axwell /\ Ingrosso,414001
Stefan Rio,414001
Cheat Codes,414001
Martin Garrix,414001
Khalid,414001
Bliss n Eso,414001
Gavin James,414001
Calvin Harris,414001
Calvin Harris,414001
Zara Larsson,414001
Zedd,414001
Mayer Hawthorne,414001
Zedd,414001
MAGIC!,414001
The Weeknd,414001
Snakehips,414001
Hailee Steinfeld,414001
Post Malone,414001
ODESZA,414001
ODESZA,414001
B.o.B,414001
DJ Snake,414001
The Weeknd,414001
DNCE,414001
Train,414001
Burak Yeter,414001
AJR,414001
David Guetta,414001
Calvin Harris,414001
Calvin Harris,414001
ODESZA,414001
Justin Bieber,414001
Marc E. Bassy,414001
Macklemore,414001
Noah Cyrus,414001
Major Lazer,414001
Cheat Codes,414001
Sigala,414001
Sigala,414001
Sigala,414001
Rhys,414001
Lauv,414001
Avicii,414001
Cash Cash,414001
Zara Larsson,414001
Jonas Blue,414001
Petit Biscuit,414001
VINAI,414001
Avicii,414001
Camila Cabello,414001
Major Lazer,414001
Logic,414001
Marshmello,414001
Avicii,414001
Don Diablo,414001
Katy Perry,414001
Oh Wonder,414001
Kolohe Kai,414001
Duke Dumont,414001
Matt Pond PA,414001
Cedric Gervais,414001
ZAYN,414001
Hailee Steinfeld,414001
John Splithoff,414001
Khalid,414001
Amos Lee,414002
Jack Johnson,414002
Amos Lee,414002
The Wood Brothers,414002
The Wood Brothers,414002
The Wood Brothers,414002
Faces,414002
The Avett Brothers,414002
Coldplay,414002
Vance Joy,414002
Bruce Hornsby,414002
The Avett Brothers,414002
Jack Johnson,414002
The Paper Kites,414002
Ben Howard,414002
Bon Iver,414002
Elliot Root,414002
The Avett Brothers,414002
Roo Panes,414002
Adam Levy,414002
Fink,414002
The Avett Brothers,414002
John Mayer,414002
John Mayer,414002
The Avett Brothers,414002
Billie Eilish,414002
The Wood Brothers,414002
Oasis,414002
Willie Nelson,414002
Modest Mouse,414002
My Morning Jacket,414002
Bob Dylan,414002
Radiohead,414002
Dave Matthews Band,414002
Red Hot Chili Peppers,414002
Deer Tick,414002
My Morning Jacket,414002
The Infamous Stringdusters,414002
Radiohead,414002
The Beatles,414002
The String Cheese Incident,414002
Billy Joel,414002
Dispatch,414002
Van Morrison,414002
Passenger,414002
The Naked And Famous,414002
Iron & Wine,414002
OneRepublic,414002
The Tallest Man On Earth,414002
Yusuf / Cat Stevens,414002
The Head and the Heart,414002
Jack Johnson,414002
Mandolin Orange,414002
White Denim,414002
My Morning Jacket,414002
Phil Wickham,414002
Zach Winters,414002
Billy Bragg,414002
LANCO,414002
The Donkeys,414002
COIN,414002
Sleeping At Last,414002
Iron & Wine,414002
James Vincent McMorrow,414002
Christina Perri,414002
John Mayer,414002
Perpetual Groove,414002
Elton John,414002
Lynyrd Skynyrd,414002
The Beatles,414002
Louis Armstrong,414002
Red Hot Chili Peppers,414002
Greensky Bluegrass,414002
Greensky Bluegrass,414002
Greensky Bluegrass,414002
Radiohead,414002
Radiohead,414002
Circles Around The Sun,414002
Pearl Jam,414002
The Revivalists,414002
Oasis,414002
Red Hot Chili Peppers,414002
Eric Clapton,414002
John Butler Trio,414002
The Beatles,414002
The Beatles,414002
Led Zeppelin,414002
Grateful Dead,414002
moe.,414002
Radiohead,414002
Van Morrison,414002
Fleetwood Mac,414002
Perpetual Groove,414002
The Rolling Stones,414002
Radiohead,414002
Radiohead,414002
Radiohead,414002
Radiohead,414002
Radiohead,414002
Bad Company,414002
Red Hot Chili Peppers,414002
Dave Matthews Band,414002
Bob Dylan,414002
Pink Floyd,414002
Led Zeppelin,414002
Van Morrison,414002
Explosions In The Sky,414002
Phish,414002
Led Zeppelin,414002
Grateful Dead,414002
John Mayer,414002
Beck,414002
Radiohead,414002
Iron & Wine,414002
Pearl Jam,414002
The Beatles,414002
Billy Joel,414002
Simon & Garfunkel,414002
Carrie Underwood,414002
Vance Joy,414002
JJ Grey & Mofro,414002
The Wallflowers,414002
LANY,414002
Fleetwood Mac,414002
St. Paul & The Broken Bones,414002
St. Paul & The Broken Bones,414002
Harry Styles,414002
America,414002
Mazzy Star,414002
Frank Sinatra,414002
Dave Matthews,414002
The Beatles,414002
Eddie Vedder and Natalie Maines,414002
Phantogram,414002
The Lone Bellow,414002
Noel Gallagher,414002
Ed Sheeran,414002
Regina Spektor,414002
City and Colour,414002
John Denver,414002
John Denver,414002
Haley Reinhart,414002
Tame Impala,414002
Aerosmith,414002
Sara Bareilles,414002
Dispatch,414002
Matt Nathanson,414002
Big Gigantic,414002
Pretty Lights,414002
The Allman Brothers Band,414002
Papadosio,414002
Led Zeppelin,414002
Red Hot Chili Peppers,414002
Bahamas,414002
Joe Purdy,414002
The Fray,414002
Grouplove,414002
Widespread Panic,414002
The String Cheese Incident,414002
Foy Vance,414002
Sleeping At Last,414002
The Heavy Pets,414002
Greensky Bluegrass,414002
Perpetual Groove,414002
Sleeping At Last,414002
Nat King Cole,414002
Elliot Root,414002
Dawes,414002
Radiohead,414002
Iron & Wine,414002
"Crosby, Stills & Nash",414002
Kaleo,414002
Norah Jones,414002
The National,414003
James Vincent McMorrow,414003
FUR,414003
Johnny Nash,414003
Lord Huron,414003
The Animals,414003
999,414003
999,414003
No Doubt,414003
Shocking Blue,414003
The Cardigans,414003
Extreme,414003
