artist_name,pid
Angel Olsen,785000
Angel Olsen,785000
Angel Olsen,785000
Isbells,785000
Keaton Henson,785000
AURORA,785000
Keaton Henson,785000
Benjamin Francis Leftwich,785000
Alex Turner,785000
Phantom Planet,785000
The Maccabees,785000
Penny and Sparrow,785000
Morningsiders,785000
City and Colour,785000
Phoebe Bridgers,785000
Phoebe Bridgers,785000
Fleet Foxes,785000
Fleet Foxes,785000
Fleet Foxes,785000
Ó,785000
Ó,785000
Mitski,785000
Daughter,785000
Lykke Li,785000
Marika Hackman,785000
Luke Rathborne,785000
Pinegrove,785000
Pinegrove,785000
Pinegrove,785000
First Aid Kit,785000
Milo Greene,785000
The Wind and The Wave,785000
Ben Howard,785000
Bahamas,785000
Of Monsters and Men,785000
The Decemberists,785000
Kind of Like Spitting,785000
Pinegrove,785000
Laura Stevenson,785000
Johnny Flynn,785000
Bright Eyes,785000
Kevin Devine,785000
The Tallest Man On Earth,785000
The Tallest Man On Earth,785000
Bahamas,785000
Julien Baker,785000
Lady Lamb,785000
Margot & The Nuclear So And So's,785000
Willy Mason,785000
Paul Baribeau,785000
Half Moon Run,785000
Jake Kolesar,785000
Laura Marling,785000
James Vincent McMorrow,785000
Pepper Rabbit,785000
Radical Face,785000
"Now, Now",785000
Waxahatchee,785000
Laura Marling,785000
Laura Marling,785000
Laura Stevenson,785000
Nana Grizol,785000
Nana Grizol,785000
The Decemberists,785000
Lady Lamb,785000
Lady Lamb,785000
Julien Baker,785000
The Decemberists,785000
Lady Lamb,785000
Mothers,785000
Mothers,785000
The Mountain Goats,785000
Steppenwolf,785001
The Doobie Brothers,785001
Joe Walsh,785001
Joe Walsh,785001
Steve Miller Band,785001
Peter Frampton,785001
The Allman Brothers Band,785001
The Allman Brothers Band,785001
Aerosmith,785001
UFO,785001
Thin Lizzy,785001
Thin Lizzy,785001
Cream,785001
Steppenwolf,785001
Jefferson Airplane,785001
"Crosby, Stills, Nash & Young",785001
The Doors,785001
The Doors,785001
The Doors,785001
ZZ Top,785001
Daryl Hall & John Oates,785001
Sweet,785001
The Rolling Stones,785001
The Rolling Stones,785001
The Rolling Stones,785001
The Who,785001
The Rolling Stones,785001
The Rolling Stones,785001
The Rolling Stones,785001
"Crosby, Stills, Nash & Young",785001
Creedence Clearwater Revival,785001
Billy Joel,785001
"Crosby, Stills, Nash & Young",785001
Elton John,785001
Thin Lizzy,785001
The Rolling Stones,785001
The Rolling Stones,785001
Steely Dan,785001
The Who,785001
John Lennon,785001
Joe Walsh,785001
Roy Ayers Ubiquity,785001
Childish Gambino,785001
Rick Derringer,785001
Childish Gambino,785001
The Zombies,785001
Electric Light Orchestra,785001
Glen Campbell,785001
Norman Greenbaum,785001
Fleetwood Mac,785001
Aliotta Haynes Jeremiah,785001
Sweet,785001
LunchMoney Lewis,785002
Shirt,785002
The Go! Team,785002
The Go! Team,785002
Wavves,785002
Sjowgren,785002
Silversun Pickups,785002
Chris Cornell,785002
Cage The Elephant,785002
Modest Mouse,785002
Modest Mouse,785002
Cosmo Sheldrake,785002
Cosmo Sheldrake,785002
Cosmo Sheldrake,785002
Sigur Rós,785002
Disclosure,785002
Purity Ring,785002
Eric Prydz,785002
Madeon,785002
Madeon,785002
Big Wild,785002
Jai Wolf,785002
Maribou State,785002
Subtact,785002
Delta Heavy,785002
Shawn Wasabi,785002
banvox,785002
Clover & Sealife,785002
bo en,785002
Steve Angello,785002
Black Coast,785002
Sage The Gemini,785002
Beyoncé,785002
Alessia Cara,785002
Beauty Queen Autopsy,785002
crashfaster,785002
crashfaster,785002
Jhene Aiko,785002
Ne-Yo,785002
David Hasselhoff,785002
CocoRosie,785002
Lemaitre,785002
Matt and Kim,785002
Open Mike Eagle,785002
Lost Weekend,785002
The Chainsmokers,785003
Justin Bieber,785003
Justin Bieber,785003
Beyoncé,785003
DJ Snake,785003
Shawn Mendes,785003
The 1975,785003
The 1975,785003
Hailee Steinfeld,785003
Hailee Steinfeld,785003
The Knife,785003
Ingrid Michaelson,785003
Ingrid Michaelson,785003
Florida Georgia Line,785004
Florida Georgia Line,785004
Florida Georgia Line,785004
Florida Georgia Line,785004
Florida Georgia Line,785004
Florida Georgia Line,785004
Florida Georgia Line,785004
Florida Georgia Line,785004
Florida Georgia Line,785004
Florida Georgia Line,785004
Florida Georgia Line,785004
Florida Georgia Line,785004
Florida Georgia Line,785004
Florida Georgia Line,785004
Florida Georgia Line,785004
Florida Georgia Line,785004
Zac Brown Band,785004
Zac Brown Band,785004
Zac Brown Band,785004
Zac Brown Band,785004
Zac Brown Band,785004
Zac Brown Band,785004
Zac Brown Band,785004
Zac Brown Band,785004
Zac Brown Band,785004
Zac Brown Band,785004
Zac Brown Band,785004
Zac Brown Band,785004
Zac Brown Band,785004
Zac Brown Band,785004
Jason Aldean,785004
Jason Aldean,785004
Jason Aldean,785004
Jason Aldean,785004
